kind,tweet_id,parent_tweet_id,parent_tweet_text,created_at,user_id,user_screen_name,text,in_reply_to_id,retweet_count,favorite_count,relevan,sentimen,emosi,intensi,aspek,alasan,,
commentar,1.4395469473758E+018,1.43954473168858E+018,"alasan dewe:
belum nemu orang e❌❌
males diwawancara perihal pribadi✅✅",Sun Sep 19 11:08:32 +0000 2021,1.14668335652172E+018,6tigaa,@bforboba Piye nek tak tes wawancara kebangsaan ae ben koyok tes cpns,1.43954473168858E+018,0,,iya,netral,humor,candaan,kebangsaan,candaan ingin wawancara kebangsaan kayak tes cpns.,,
commentar,1.43847258395175E+018,1.43847257030769E+018,"[Career Talks EP. 1]

Jurusan HI selalu diidentikkan dengan cita-cita sebagai seorang diplomat. Namun, apakah cita-cita anak HI hanya jadi diplomat saja? Tentu tidak, karena banyak instansi di luar Kementerian Luar Negeri yang juga membuka lowongan untuk anak HI. https://t.co/gb0TPWvFlW",Thu Sep 16 11:59:24 +0000 2021,1.21305205740754E+018,HimahiUnair,"CareerTalks edisi ini secara khusus diisi tentang berbagi pengalaman tes CPNS alumni-alumni HI di Surabaya. Mulai dari persiapan berkas, SKD, SKB, sampai dengan tahapan wawancara. https://t.co/nYVB5372av",1.43847257030769E+018,1,,iya,netral,informatif,promosi,pengalaman,info acara berbagi pengalaman tes cpns & wawancara.,,
commentar,1.43739728713568E+018,1.43725607392099E+018,"Maka nya dari dulu saya jg menganggap pns ini menang hype nya aja
Sama dipikiran khalayak ramai, di sana tempat kerja 'enak'
Beda sama recruitmen perusahaan misal untuk level MT, tes nya lebih komprehensif
Kr! https://t.co/2OYSC1t0HI",Mon Sep 13 12:46:33 +0000 2021,1.06376408190615E+018,msrblwallflower,"@karirfess Bnyak yg pengalaman jg daftar sih. Tp bgus si mikir gini, gausa daftar aja biar berkurang saingan. Dan btw tahapan cpns jg ada yg Wawancara di skbnya, ada tes teknisnya walo ga semua",1.43725607392099E+018,0,,iya,netral,edukatif,penjelasan,tahapan,jelaskan bahwa cpns ada wawancara di skb.,,
commentar,1.43700668798294E+018,1.43698672069669E+018,"2beer! fenomena saringan masuk pekerjaan yang lagi diadakan sama pemerintah ini sedang berlangsung.
secara tersirat, tweets ini mengatakan jika yang bekerja di instansi tsb hanya orang orang be*go. menurut kalian apa sih yang harus diperbaiki dari saringan masuknya? https://t.co/rkbd0DwPn9",Sun Sep 12 10:54:27 +0000 2021,1.06099025139134E+018,ssarawats,"@tubirfess Tes cpns ga cuma jawab soal, abis lolos skd ada wawancara, tes kesehatan, terus ada training juga",1.43698672069669E+018,0,,iya,netral,informatif,penjelasan,tahapan,menjelaskan tahapan cpns termasuk wawancara & kesehatan.,,
commentar,1.43698949213347E+018,1.43698914317996E+018,"@tubirfess tau nggak, tes cpns &amp; pppk itu nggak cuma tes skd?

setelah ada tes skd, peserta yang masuk perankingan bakal dites skb (seleksi kompetensi bidang), di mana emang instansi terkait yang ngetes dan nguji. tesnya juga tergantung formasi yang dilamar.",Sun Sep 12 09:46:07 +0000 2021,1.28878957324226E+018,ordermaxxing,"@tubirfess gue sekarang lagi ikut tes cpns untuk formasi diplomat di kemlu. kalo gue lolos skd nanti (amiin), gue harus ngelewatin tes skb di mana tesnya berupa tes bahasa inggris/asing lainnya, wawancara psikologi, wawancara biasa, tes terkait bidang diplomasi itu sendiri.",1.43698914317996E+018,1,13,iya,netral,informatif,cerita,diplomasi,cerita formasi diplomat, ada wawancara psikologi & bidang.,
commentar,1.43341781289096E+018,1.43341730818191E+018,,Thu Sep 02 13:13:32 +0000 2021,341164262,taminurul1_,@aufasalsabilla nah ini seharusnya ada tes kejiwaan sekalian kalo cpns tesnya panjang bahkan saat wawancara lah ini orang sakit jiwa bisa lolos,1.43341730818191E+018,0,,iya,negatif,kritik,kritik,seleksi,kritik peserta tak layak bisa lolos karena kurang tes kejiwaan & wawancara.,,
commentar,1.43206834219448E+018,1.43192517472768E+018,"HRD yg sering nanya ke kandidat pas interview:
""Apa rencana anda dalam 5 tahun ke depan?""

Emang bisa jawab sendiri juga kalo ditanya balik? 

Jangankan 5 tahun, sebulan aja kadang suka berubah2 rencana gue 😌",Sun Aug 29 19:51:13 +0000 2021,83799866,fauzanramdhoni,"@ezash Pas wawancara tes CPNS ditanyain begini sama penguji. Gue jawab ""mau nikah"" wkwk",1.43192517472768E+018,0,,iya,netral,humor,lucu,jawaban,cerita lucu jawab “mau nikah” saat wawancara cpns.,,
commentar,1.42764910955342E+018,1.42764908468957E+018,"Haiiii para pejuang NIP, gimana nih persiapan kalian buat tes CPNS 2021? Masih semangat kan?? Kali ini mindon mau ngerekomendasiin buku belajar CPNS, check this out!",Tue Aug 17 15:10:46 +0000 2021,1.42175411566781E+018,hedonbelanja,"1. Buku Panduan Sukses Lolos Tes CPNS 2021/2022 HOTS
🔗 : https://t.co/U1CkTm73wJ
-Sudah sesuai kisi kisi PERMENPAN RB RI NOMOR 27 Tahun 2021 
-Materi dan soal sesuai FR ujian SKD 2019
-Update materi + soal anti radikalisme
-Ada bonus berupa : psikotes, tes wawancara, tpa, dll https://t.co/xjqojaPX0K",1.42764908468957E+018,0,3,tidak,netral,promosi,promosi,buku,iklan buku latihan soal cpns & wawancara.,,
tweet,1.42751748505032E+018,,,Tue Aug 17 06:27:45 +0000 2021,8.44789746983326E+017,DrAndarias,@KPK_RI jika TWK di KPK di batalkan maka akan berpeluang tes CPNS di kejaksaan dan di instansi lainnya tahun 2019 bisa banyak yg gugat termasuk lapor ke ombudsman terutama yang tidak lolos CPNS akibat psikotes  (wawancara psikotes) sebab tidak ada nilai tapi langsung lulus/tidak,,0,,iya,netral,analitis,opini,transparansi,bandingkan twk kpk & cpns, wawancara psikotes dianggap tak transparan.,
tweet,1.42575337477591E+018,,,Thu Aug 12 09:37:48 +0000 2021,1.21203662246569E+018,stawrberrycake,"Numpang iklan.. Di sini ada yang lagi ikut tes cpns? Aku ada event sharing kiat2 SKD, SKB dan wawancara.. aku sendiri narsum nya wkwk. Barangkali ada yang mau ikut bisa dm aku yaa nanti aku kasih link pendaftarannya. Free!",,1,1,iya,positif,semangat,edukasi,sharing,iklan acara sharing skd–skb–wawancara cpns.,,
tweet,1.42333048874004E+018,,,Thu Aug 05 17:10:07 +0000 2021,2985307064,ayobandungcom,"CPNS 2021 kini tengah berlangsung. Setelah lolos administrasi, Anda akan segera dijadwalkan untuk tes tulis dan wawancara. Berikut ini adalah tips agar Anda dapat lolos dari tahap wawancara CPNS 2021

https://t.co/M7lTMEnW24",,0,,iya,positif,informatif,tips,wawancara,artikel tips lolos wawancara cpns 2021.,,
tweet,1.42249270598942E+018,,,Tue Aug 03 09:41:04 +0000 2021,1526866352,nayyatanaka95,"@isitnecess4ry @tubirfess Kalau tes CAT ga bisa dicurangin. Dannn kemarin pas tes CPNS ga ada tes wawancara. Cuma ada seleksi administrasi, SKD dan SKB. Pemberkasan. Murni semuaaaaaa Alhamdulillah  :))))))",,0,,iya,positif,syukur,cerita,murni,cerita cpns tanpa wawancara & murni cat.,,
commentar,1.42175887611897E+018,1.42175854903044E+018,@Yukkishii Cpns ikutin aja masih tapi progress ke jepun jalan jadi (kalo misalnya ga lolos bisa langsung cau),Sun Aug 01 09:05:05 +0000 2021,1.10873887627152E+018,Yukkishii,"@Tarou_Ent Nggak bisa. Mereka bersamaan.

Tes tulis cpns bersamaan dengan karantina ke jepang selama 6 bulan kalau lulus wawancara dan triknya udah ku tau.",1.42175854903044E+018,0,,iya,netral,informatif,penjelasan,jadwal,"cerita jadwal tumpang tindih cpns & karantina, sebut wawancara.",,
commentar,1.42098766119653E+018,1.42075637563892E+018,krna mantu idaman bukan lagi pns tpi admin akun shitpost https://t.co/R11zzB5oLe,Fri Jul 30 06:00:33 +0000 2021,765962598,wahab_haphap,@txtdrimedia Tes CPNS dgn sistem CAT skrg udah sulit dr kecurangan. Klopun curang ttep hrus lolos skd biasa ada yg mensyratkn tes wawancara ini yg pling bisa disalah gunakn. Smoga tes Polri/TNI jg bisa lbih transparan untuk mnhibdri sogok.,1.42075637563892E+018,0,,iya,negatif,waspada,kritik,kecurangan,menyebut wawancara rawan disalahgunakan.,,
commentar,1.41838023356091E+018,1.41837312491609E+018,"@BEMUI_Official Jadi buat kalian yg pada daftar CPNS tahun ini jangan kecil HATI ya, BKN aja bisa menyimpang atas TWK KPK.",Fri Jul 23 01:19:34 +0000 2021,1.34938845356205E+018,JamhurJamhur2,"@ring1___ @BEMUI_Official Tes SKD dan SKB CPNS kan menggunakan CAT jd benar2 murni menggunakan kemampuan perorangan, dan soal yg diberikan normal aja, ada live YouTubenya sehingga segera tau lulus atau tdk. Smntr Tes TWK KPK ini kan dg wawancara dan sudah awam kt ketahui, menyasar dg niat menyingkirkan",1.41837312491609E+018,0,1,iya,negatif,kritik,kritik,twk,bandingkan cat cpns objektif vs wawancara twk kpk subjektif.,,
commentar,1.41787049490944E+018,1.41787049317711E+018,"Tes skd emang agak riweh sih krn ada tiu tkp twk. Tapi tiu ga serumit psikotes bumn levelnya. Bumn psikotes 2x bikin muntah lama bgt 2jam lebih. Twk tkp bisa belajar sendiri.

Cpns klo pemda skb cuma tes cat kebidangan gaada wawancara.

Kementerian ada wawancara tapi ga serem",Wed Jul 21 15:34:03 +0000 2021,1.36380628612339E+018,fromthewitness,"Dibandingin sm bumn wawancara nya dah kayak apa aja disidang 'mbak kenapa lulusnya lama sekali? Ada masalah apa?' hrd doang padahal, belum user. Pihak ketiga pula bukan dr bumn nya lmao

Scr administrasi dan tes enakan cpns suwer level nya 8,5/10 lah. BUMN 9/10",1.41787049317711E+018,0,,iya,positif,analitis,perbandingan,bumn,bandingkan wawancara bumn vs cpns, nilai cpns lebih transparan.,
commentar,1.41787049317711E+018,1.41787049100027E+018,"Benarrrrr cpns itu hitungannya berkasnya ga ribet loh saudara-saudara. Bandingin sama bumn, sama ptpn wis pake surat belum menikah dr desa hadeh muter2 nyari ttd pak rw

Cpns cuman softfile semuak.
Seleksi berkas selama berkas lengkap ya lolos , ga kayak ptpn mb😂",Wed Jul 21 15:34:02 +0000 2021,1.36380628612339E+018,fromthewitness,"Tes skd emang agak riweh sih krn ada tiu tkp twk. Tapi tiu ga serumit psikotes bumn levelnya. Bumn psikotes 2x bikin muntah lama bgt 2jam lebih. Twk tkp bisa belajar sendiri.

Cpns klo pemda skb cuma tes cat kebidangan gaada wawancara.

Kementerian ada wawancara tapi ga serem",1.41787049100027E+018,0,,iya,netral,analitis,perbandingan,fisik,bandingkan tes bumn vs cpns, sebut wawancara hanya di kementerian.,
commentar,1.41772124592833E+018,1.41768911871727E+018,"/skd bener ga si kemenhub gaada tes skb? jangan salty, cuma nanya:(",Wed Jul 21 05:40:59 +0000 2021,1.4134396963408E+018,MrBoy71948388,"@kedinasanfess Skb sebenarnya itu untuk cpns. Cuma banyak yg nyebut tes kesehatan, kesemaptaan, psikotes, wawancara itu skb. *Fyi skb kedinasan itu diambil dari nilai selama pendidikan.",1.41768911871727E+018,0,,iya,netral,informatif,edukasi,skb,jelaskan istilah skb termasuk wawancara.,,
commentar,1.41589226629656E+018,1.41449766785867E+018,"@Arzk15 @CPNS_MA_RI Klo taun kmrn tes skb nya cuma cat doang, skrg kan ada 3 macem",Fri Jul 16 04:33:16 +0000 2021,1.36560194209371E+018,alleeyeay,@natasyanurr__ @Arzk15 @CPNS_MA_RI Maksudnya cuman CAT Skb doang tanpa ada wawancara sama tes bahasa inggris gitu ?,1.41449766785867E+018,0,,iya,netral,ingin tahu,pertanyaan,tahapan,bertanya apakah skb tanpa wawancara.,,
commentar,1.41529977874162E+018,1.4152978150398E+018,"@natasyanurr__ @Arzk15 @CPNS_MA_RI maaf mbak mau tanya, 3 macam itu apa aja?",Wed Jul 14 13:18:56 +0000 2021,1.10499604705764E+018,katarinnatt,"@Andresheva27 @Arzk15 @CPNS_MA_RI CAT, wawancara, tes b inggris. Bisa baca di pengumuman resminya",1.4152978150398E+018,0,,iya,netral,jawab,klarifikasi,tahapan,"jawab skb terdiri dari cat, wawancara, dan bahasa inggris.",,
tweet,1.41495105721875E+018,,,Tue Jul 13 14:13:15 +0000 2021,960773334,miskiy28,"Mau cerita waktu tes cpns.

Waktu lulus sma dulu, pernah ikut tes cpns, sdh lulus semua, eh pas wawancara ditanya ""ada keluarga/saudara/kenalan yg jd pns ga?"" Aduh, Aku ga punya. Akhirnya ga lulus.

Stl lulus D3, ikut tes cpns lg, ga lulus lagi. Temen2 sekelasku pd lulus, iri aku",,0,2,iya,negatif,kecewa,cerita,nepotisme,cerita gagal wawancara karena tak punya keluarga pns.,,
retweet,1.41422348105136E+018,1.41415956230782E+018,Apa kebaikan orang yang enggak kamu kenal yang pernah kamu terima?,Sun Jul 11 14:02:07 +0000 2021,9.4557683980365E+017,hartinah_r,"Pernah dulu ketika selesai tes cpns, keluar dari ruangan wawancara hp malah gak ada. Dibantu lacak lokasi hp sama orang baik yg gk dikenal. Dan dibantu temen juga nelponin hp. 

Berkah umur dan rezeki bagi semua #orangbaik",,0,,iya,positif,syukur,cerita,kebaikan,cerita kehilangan hp setelah wawancara cpns dan dibantu orang baik.,,
retweet,1.41416213357981E+018,1.41413861074851E+018,"Menjelang tes CPNS, kita survei para follower @PNS_Ababil , berapa kali ikut tes CPNS sampai akhirnya keterima jadi umbi-umbian?

Om James katanya ikut 7kali tes CPNs 😁 https://t.co/St23AYJ5yS",Sun Jul 11 09:58:21 +0000 2021,1.27712196452029E+018,pohonkebaikan,"ikut daftar 5 kali (dulu masih era, bisa milih mana aja, bebas tanpa batas)

1 kali gagal admin
3 kali tes...3 yg test ini: 1 gagal tes awal, 2 lainnya sama2 wawancara akhir, kupilih salah satunya

baru 4 kan? 1 sisanya lulus admin setelah nrima SK CPNS",,1,1,iya,netral,cerita,refleksi,pengalaman,"cerita 5 kali daftar cpns, dua kali gagal di wawancara akhir.",,
tweet,1.41237767689184E+018,,,Tue Jul 06 11:47:33 +0000 2021,191323548,beyoutifvl_,"Dilanda kebingungan.. Aku tinggal nunggu panggilan tes wawancara utk kerja di Bank, papah pgnnya aku daftat cpns.. Niatnya mah mau keluar dr circle gt (biar beda sendiri) cuma kalo omongan ortu ga dijalanin tuh takut ketula sendiri.. Ya Allah bingung☹️☹️☹️",,0,,iya,netral,bingung,curhat,pilihan,bimbang antara kerja bank atau cpns sebelum wawancara.,,
commentar,1.41115495013078E+018,1.41020524218498E+018,"Pengumuman Pelaksanaan Seleksi CPNS Mahkamah Agung RI Tahun Anggaran 2021.
#sobatma
#cpnsmari2021
https://t.co/bV66hFKnB3 https://t.co/KvDln1O4k1",Sat Jul 03 02:48:52 +0000 2021,1.00260410717611E+018,niw____,@CPNS_MA_RI Yang ada tes wawancara itu khusus buat APP doang kan yah? Yang lainnya nggak?,1.41020524218498E+018,0,,iya,netral,ingin tahu,pertanyaan,formasi,tanya apakah hanya app yg ada wawancara.,,
tweet,1.41062665065656E+018,,,Thu Jul 01 15:49:36 +0000 2021,24526332,powerrangersdd,Cm mo bilang: baca pengalaman org tes cpns bappenas sudah cukup melelahkan buatku. Oh wow skd lalu skb lalu tpa (565 what) lalu tes psiko (fgd rekom/pertinbangan/TDR what) lalu wawancara (presentasi what),,0,,iya,negatif,lelah,refleksi,proses,komentar panjangnya tahapan cpns termasuk wawancara.,,
tweet,1.41059499828691E+018,,,Thu Jul 01 13:43:49 +0000 2021,1.21529761611363E+018,bebytara_,@CPNS_MA_RI min mengenai tes kemampuan bahasa inggris gimana yaa itu wawancara atau gmn min? Info dong biar ada gambarannya😁,,0,,iya,netral,ingin tahu,pertanyaan,bahasa inggris,tanya apakah wawancara atau tes tulis.,,
commentar,1.41051743736407E+018,1.41049192478438E+018,"Bisa mendaftar Pengelola Perkara, termasuk prodi administrasi peradilan",Thu Jul 01 08:35:37 +0000 2021,1.28024315212155E+018,QamariyahUlfa,"@CPNS_MA_RI min, untuk jabatan pengelola perkara apakah pake sertifikat Toefl? dan untuk tes skb nya ada tes wawancara dan kemampuan bahasa inggris ? atau toefl dan tes skb tersebut cuma untuk jabatan analis perkara peradilan saja? mohon penjelasannya min",1.41049192478438E+018,0,,iya,netral,ingin tahu,pertanyaan,toefl,tanya detail formasi & wawancara untuk jabatan tertentu.,,
tweet,1.4105089200916E+018,,,Thu Jul 01 08:01:47 +0000 2021,1.00200302296306E+018,ragamkisah,"ㅤ

ANN LEIGH.
Random thought: tes karakteristik pribadi cpns buat tes wawancara masuk project biar sekalian main oc-nya penuh effort.

ㅤ",,0,,tidak,netral,humor,hiburan,oc fiksi,"candaan kreatif, bukan konteks cpns nyata.",,
tweet,1.41050518255995E+018,,,Thu Jul 01 07:46:56 +0000 2021,162578072,diana_munasati,"@CPNS_MA_RI min, tes kemampuan bahasa inggris itu bsok gimana?  Tes tulis kyk tes toefl atau wawancara???",,0,,iya,netral,ingin tahu,pertanyaan,inggris,tanya apakah tes inggris berupa wawancara.,,
commentar,1.41049794108564E+018,1.41049257753137E+018,"@DwiSriAgustini1 @Larkyy3 @Partono_ADjem Saya dukung kesejahteraan guru tapi tidak dengan cara manja, liat aja peringkat sekolah negeri dibanding sekolah swasta.
Mutu pendidikan harus ditingkatkan, guru yg mendidik pun harus profesional.

Seharusnya puluhan tahun pengalaman tidak takut bersaing dengan lulusan baru",Thu Jul 01 07:18:09 +0000 2021,1.25710020377923E+018,DwiSriAgustini1,@nonpartisan666 @Larkyy3 @Partono_ADjem Ga usah bandingin guru honorer dg fresh graduate. Dg yg sdh senior PNS saja. Kewajiban dan kinerja kami sama kok. Klo mo saran. Yg CPNS guru tesnya ditambah tes mengajar dan wawancara. Jgn cm jawab soal pilihan ganda saja,1.41049257753137E+018,0,,iya,netral,saran,opini,guru,usul cpns guru ditambah tes mengajar & wawancara.,,
retweet,1.41048652497037E+018,1.41013378348385E+018,,Thu Jul 01 06:32:47 +0000 2021,1222807922,indokpopreject,"tes cpns abis lulus s2 ada kali 4x, dokumen si lolos terus, 2pertama ambi pilih kemlu, 3-4 kaya cuma mau ngetes dokumen n SKB aja masi bisa saingan apa ga. yg ke empat sampe wawancara tp  ga pergi, malah pergi nattoo wkwk capeq",,0,1,iya,netral,santai,cerita,wawancara,"cerita beberapa kali ikut cpns, sempat ke tahap wawancara.",,
tweet,1.41046104093284E+018,,,Thu Jul 01 04:51:31 +0000 2021,162578072,diana_munasati,"@CPNS_MA_RI min, nnti tes kemampuan bahasa inggris itu berbentuk tes tulis atau wawancara?",,0,,iya,netral,ingin tahu,pertanyaan,bahasainggris,tanya format tes inggris (tulis/wawancara).,,
commentar,1.41016500158786E+018,1.41015888867918E+018,Eiya ding ijazah sama transkrip asliku kan masih di dekanat 🙄,Wed Jun 30 09:15:10 +0000 2021,253470299,irsyaky,"Sek aku kudu ngguyu 🤭😂, durung opo2 mosok aku wes latihan tes wawancara cpns",1.41015888867918E+018,0,,iya,positif,humor,persiapan,latihan,bercanda soal latihan wawancara cpns.,,
tweet,1.40732085629697E+018,,,Tue Jun 22 12:53:33 +0000 2021,456426648,merdekadotcom,"Kepala BKN: TWK CPNS Tak Sesuai untuk Pegawai KPK: Sehingga untuk pelaksanaan TWK, Bima menyebut para assesor melakukan tiga metode, yaitu indeks moderasi bernegara (IMB-68), penilaian rekam jejak atau profiling, dan tes wawancara. https://t.co/6N5YkzpQbK",,0,,iya,netral,informatif,berita,twk,jelaskan metode twk termasuk wawancara.,,
tweet,1.4049989304971E+018,,,Wed Jun 16 03:07:03 +0000 2021,1.32463139370442E+018,prmn_bogor,"Bocoran Materi dan Jenis Tes SKB CPNS 2021 Terbaru, dari Psikotes hingga Wawancara https://t.co/mpuvWNF814",,0,,iya,netral,informatif,tips,skb,artikel bocoran materi skb termasuk wawancara.,,
commentar,1.40492567070308E+018,1.40492488134345E+018,"Setelah jadi ibu 90% isi otak adalah anak, 10% lain2.

Ini apa gw aja yg begini apa semua ibu begini jg ya?

Beneran kyk agak susah mikirin hal lain. Tp kalo urusan anak sat set sat set jadi. 

Makanya yg diomongin jg anaaak terus. Wajar ga sih?",Tue Jun 15 22:15:56 +0000 2021,50611585,umicjn,"Jd inget pas tes wawancara SKB CPNS ditanya ttg pengambilan keputusan jawaban gw ga jauh2 seputar anak dan proses melahirkan 😂

Pas udah selesai tes, keluar alternatif2 jawaban lain di otak yg lebih relevan 😂",1.40492488134345E+018,0,,iya,netral,malu,cerita,jawaban,cerita jawaban kurang relevan saat wawancara skb.,,
tweet,1.40468332469047E+018,,,Tue Jun 15 06:12:57 +0000 2021,8.44789746983326E+017,DrAndarias,"Yth, Menpan RB dan BKN. Agar tes CPNS lebih objektif harusnya selain tes kesehatan tidak ada jenis/tahapan tes  punya otoritas jatuhkan  semua harus ada nilai yg dijumlah komulatif untuk dapat nilai tertinggi. Seperti wawancara psikotes tetap harus ada nilai agar tidak menjatukan",,0,,iya,positif,usulan,saran,objektivitas,"usul semua tahap dinilai kumulatif agar objektif, termasuk wawancara.",,
tweet,1.40446627255376E+018,,,Mon Jun 14 15:50:27 +0000 2021,1.18733918075965E+018,kamupahampasti,"@_ekopri @nazaqistsha ya kalau ga ada ya ga fair dong bang, tes cpns ada kok hasil nya cek aja website BKN atau Institusi yg buka cpns, dari tes tertulis, fisik, sampai wawancara (soalnya pernah coba ikut).  Hasil nilai ujian juga bukan rahasia negara ah, kecuali akal2an aja tesnya. 😆",,0,,iya,netral,tegas,klarifikasi,transparansi,"menyebut hasil cpns tersedia, termasuk wawancara.",,
commentar,1.40117745505904E+018,1.40117682715919E+018,/skd Materi tes Kedinasan sama CPNS itu sama atau beda?,Sat Jun 05 14:01:52 +0000 2021,1164825397,heeyoungiiee,"@kedinasanfess Beda lah. Tes kedinasan ada banyak. Misal stan pake skor utbk, psiko, wawancara, dll. Atau stis yg pake mtk+psiko juga. Kalo tes cpns kan skd aja, sama ada skb kalo gasalah.

Tapi kalo yg kamu maksud ini skd, sama dong. Kan yg ngadain sama2 BKN:(",1.40117682715919E+018,0,1,iya,netral,analitis,perbandingan,kedinasan,bedakan tes kedinasan vs cpns, sebut wawancara/skb.,
commentar,1.39972819246682E+018,1.39972768831148E+018,"@termos_panas @ismailfahmi @Generasi_MudaNU Titik kritisnya di wawancara Mas, sebagus apapun tes tertulis Anda, bisa dimentahkan dengan wawancara. Ada beberapa kasus yg terjadi di seleksi cpns demikian. Peringkat 1 tes SKD dalam formasi, namun gagal karena wawancara diberi nilai kecil yang tidak wajar.",Tue Jun 01 14:03:01 +0000 2021,1.39540326201931E+018,SambatanUmbi,"@termos_panas @ismailfahmi @Generasi_MudaNU ""menghapus"" yg dimaksud oleh pegawai KPK yg tidak lolos ini dalam pemikiran saya adalah menghapus tes yg seperti sekarang dgn format wawancara dan jenis soal yg berbeda dgn cpns pd umumnya. Seharusnya demikian, bukan menghapus total.",1.39972768831148E+018,0,,iya,netral,analitis,opini,format,sarankan ubah format wawancara twk agar selaras cpns.,,
commentar,1.39972768831148E+018,1.3997276477233E+018,"@termos_panas @ismailfahmi @Generasi_MudaNU TNI bukan PNS mas, bukan ASN juga. Jadi nggak apple to apple juga membandingkan tes KPK (ASN) dengan TNI.",Tue Jun 01 14:01:01 +0000 2021,1.39540326201931E+018,SambatanUmbi,"@termos_panas @ismailfahmi @Generasi_MudaNU Titik kritisnya di wawancara Mas, sebagus apapun tes tertulis Anda, bisa dimentahkan dengan wawancara. Ada beberapa kasus yg terjadi di seleksi cpns demikian. Peringkat 1 tes SKD dalam formasi, namun gagal karena wawancara diberi nilai kecil yang tidak wajar.",1.3997276477233E+018,0,1,iya,negatif,kecewa,kritik,subjektivitas,sorot kasus gagal karena nilai wawancara kecil tak wajar.,,
commentar,1.39972249009252E+018,1.39972207580434E+018,"@termos_panas @ismailfahmi @Generasi_MudaNU Tes cpns TWKnya pilihan ganda mas. Kunci jawabannya jelas mana yg benar mana yg salah. Pelaksanaannya juga melalui CAT, online, pake komputer bukan wawancara.",Tue Jun 01 13:40:21 +0000 2021,1.39540326201931E+018,SambatanUmbi,"@termos_panas @ismailfahmi @Generasi_MudaNU Wawancara itu penuh unsur subjektivitas mas. Darimana kita yakin penilaian pewawancara atas jawaban kita tidak bias. Bahkan di seleksi cpns sendiri, tes wawancara masih jadi celah utama kolusi dari tahun ke tahun.",1.39972207580434E+018,1,1,iya,negatif,curiga,kritik,kolusi,wawancara dinilai bias & celah kolusi.,,
commentar,1.39972207580434E+018,1.39971841349328E+018,,Tue Jun 01 13:38:43 +0000 2021,1.39540326201931E+018,SambatanUmbi,"@termos_panas @ismailfahmi @Generasi_MudaNU Tes cpns TWKnya pilihan ganda mas. Kunci jawabannya jelas mana yg benar mana yg salah. Pelaksanaannya juga melalui CAT, online, pake komputer bukan wawancara.",1.39971841349328E+018,1,3,iya,netral,informatif,penjelasan,twk,"jelaskan twk cpns via cat, bukan wawancara.",,
commentar,1.39920802723277E+018,1.39920741516634E+018,"@indomikuwah @udeserveitguys @sparklegirllll @bubuqmericaa @collegemenfess mungkin kata2ku kurang tepat bukan ""sebagian"" tapi ""beberapa"". Ini sepengetahuanku ya berdasarkan formasi tahun 2019; kementrian pupr, kemendag, beberapa formasi di kementan gak ada tes wawancara. Gak tau kalau formasi untuk 2021 gimana.",Mon May 31 03:36:04 +0000 2021,1.14192809837753E+018,chococrunchiee,"@indomikuwah @udeserveitguys @sparklegirllll @bubuqmericaa @collegemenfess lembaga negara kayak Mahkamah Agung untuk tahun 2019 juga gak ada tes wawancara seingatku. Buat yang serius ikut CPNS, aktif aja nyari info di twitter, ig, tele, dan website2 official resmi kementrian dan lembaga negara lainnya.",1.39920741516634E+018,0,2,iya,netral,informasi,saran,instansi,contoh instansi (ma 2019) tanpa wawancara.,,
commentar,1.39908828676571E+018,1.39906621040739E+018,"@bubuqmericaa @collegemenfess mau nanya dong kak, kakak susah dapet kerja ga? kan banyak yg bilang kupu-kupu susah dapet kerja karna cv nya kosongan, jadi kepikiran🥺",Sun May 30 19:40:16 +0000 2021,1.14192809837753E+018,chococrunchiee,"@sparklegirllll @bubuqmericaa @collegemenfess menurut aku ya yg “aman” ikut cpns, setauku kalau mau datfar cpns daerah gak perlu cv, gak ngaruh kamu punya pengalaman organisasi atau gak dan ada sebagian kementrian yg gak pake tes wawancara (ya tes skd dan skb aja)",1.39906621040739E+018,0,70,iya,netral,saran,nasihat,strategi,sarankan pilih cpns/instansi tanpa wawancara.,,
commentar,1.39898931062849E+018,1.39860883361054E+018,"2beer! Menurut kalian gimana? Kok menurutku lumayan masuk akal ya pertanyaannya, memang kayak sengaja dibuat gini untuk mengetahui mindset calon2 pekerja gitu gak sih?? Bukan masalah pilihan ini atau itu yang lebih baik tapi alasan kenapa mereka pilih jawaban itu gitu loh 🤔 https://t.co/8JknwHENfj",Sun May 30 13:06:58 +0000 2021,1.32458770687836E+018,mementomolli,@tubirfess Pdhl tes TWK cpns kementerian ga ada ky gini loh.. smp lolos wawancara pun ga ada yg ngadi2 ky gini.,1.39860883361054E+018,0,,iya,netral,perbandingan,kritik,twk,bandingkan twk kementerian vs kasus wawancara.,,
retweet,1.39864905419249E+018,1.39862018252482E+018,ya ga heran banyak yang gagal 😂 https://t.co/C2VfiUY0dm,Sat May 29 14:34:54 +0000 2021,2414135696,raumdeuterrr,"Teringat pertanyaan2 tes wawancara CPNS saya tahun kemaren:
- hukum untuk orang mencuri di Al Qur'an adalah potong tangan, sedangkan hukum Indonesia tidak seberat itu. Bagaimana tanggapan saudara?",,0,,iya,netral,tegang,cerita,pertanyaan,contoh pertanyaan sensitif saat wawancara cpns.,,
